first_name,last_name,city,state
Matt,Grevers,Lake Forest,IL
Sam,Grewe,Middlebury,IN
Tysheem,Griffin,Amityville,NY
Kelly,Griffin,Berkeley,CA
Emily,Griggs,Wichita,KS
Brittney,Griner,Houston,TX
Evita,Griskenas,Orland Park,IL
Lindsay,Grogan,Macon,GA
Natalia,Grossman,Santa Cruz,CA
Hallie,Grossman,Craftsbury,VT
Howard,Grotts,Durango,CO
Will,Groulx,Portland,OR
Noah,Grove,Frederick,MD
Charlie,Gruber,Golden,CO
Jonathan,Gruden,Rochester Hills,MI
Emily,Grund,Keller,TX
Jesse,Grupper,Upper Montclair,NJ
Olivia,Gruver,"Baltimore, Md.",MD
Jake,Guentzel,Woodbury,MN
Rory,Guilday,Chanhassen,MN
Catarina,Guimaraes,Cranford,NJ
Bora,Gulari,Detroit,MI
Denny,Gulia-Janovski,Lauderdale by the Sea,FL
Ryan,Gunderson,Bensalem,PA
Tyson,Gunter,McCammon,ID
Nareg,Guregian,North Hills,CA
Katelin,Guregian,Orlando,FL
Abby,Gustaitis,White Hall,MD
Lanie,Gutch,Orlando,FL
Adnan,Gutic,St Louis,MO
Kelsey,Ha,San Jose,CA
Townley,Haas,Henrico,VA
Austin,Hack,Old Lyme,CT
Josh,Hader,Millersville,MD
Kerry,Hadiaris,Duluth,MN
Annie,Haeger,East Troy,WI
Jenna,Hagglund,West Chester,OH
Derek,Haldeman,Sunbury,OH
Patrick,Halgren,Tolland,CT
Tyrese,Haliburton,Oshkosh,WI
Alexa,Halko,Williamsburg,VA
Peyton,Hall,Prairie du Chien,WI
James,Hall,Anniston,AL
Marielle,Hall,Haddonfield,NJ
Gabriel,Hall,Belleville,IL
Farrah,Hall,Annapolis,MD
Arman,Hall,Pembroke Pines,FL
Carmarry,Hall,Indianapolis,IN
Anna,Hall,Greenwood Village,CO
Alex,Hall,Salt Lake City,UT
Gary,"Hall, Jr.",Phoenix,AZ
Liz,Halliday-Sharp,Ocala,FL
Ben,Hallock,Studio City,CA
Paige,Halstead,Alta Loma,CA
Sean,Halsted,Rathdrum,ID
Hannah,Halvorsen,Truckee,CA
Dearica,Hamby,Marietta,GA
Marin,Hamill,Park City,UT
Matt,Hamilton,McFarland,WI
Joe,Hamilton,Sacramento,CA
Simi,Hamilton,Aspen,CO
Becca,Hamilton,McFarland,WI
Erin,Hamlin,Remsen,NY
Aaron,Hamm,Conover,NC
Evan,Austin,Terre Haute,IN
Tyler,Austin,Conyers,GA
Taylor,Averill,Portland,OR
Jerome,Avery,Lemoore,CA
Cam F.,Awesome,Uniondale,NY
Josh,Awotunde,"Franklinville, N.J. ",NJ
Femita,Ayanbeku,Boston,MA
Holly,Azevedo,San Jose,CA
Emily,Azevedo,Chico,CA
Tony,Azevedo,Long Beach,CA
David,Backes,Minneapolis,MN
Phoebe,Bacon,Chevy Chase,MD
Sarah,Bacon,Indianapolis,IN
Van Mitchel,Bactista,South Pasadena,CA
Nik,Baden,Steamboat Springs,CO
Sophie,Bader,Minneapolis,MN
Austin,Bahner,Wichita,KS
Chris,Bailey,Atlanta,GA
Tavis,Bailey,Kannapolis,NC
Lowell,Bailey,Lake Placid,NY
Drew,Baird,Holly Springs,NC
Ronnie,Baker,Louisville,KY
Courtney,Baker,Crofton,KY
Sarah,Hammer,Temecula,CA
Chris,Hammer,Elkins,WV
Shea,Hammond,Montclair,NJ
Vincent,Hancock,Eatonton,GA
Micha,Hancock,Edmond,OK
Austin,Handley,Madison,SD
Noah,Hanifin,Norwood,MA
Reese,Hanneman,Fairbanks,AK
Logan,Hanneman,Fairbanks,AK
Molly,Hannis,Santa Rosa,CA
Kevin,Hansen,Newport Beach,CA
Danielle,Hansen,Patterson,CA
Andrew,Haraghey,Enfield,CT
Tara,Harbert,Boulder,CO
Trey,Hardee,Vestavia Hills,AK
Ethan,Harder,Billings,MT
Jessica,Hardy,Long Beach,CA
Megan,Harmon,Huntsville,AL
Savannah,Harmon,Downers Grove,IL
Andrew,Harness,Villa Park,CA
Jessica,Harper,Stevensons Ranch,CA
Saige,Harper,Easthampton,MA
Dawn,Harper-Nelson,St. Louis,IL
Brendan,Harrington,Garden City,NY
Patrick,Harris,Moorpark,CA
Nick,Harris,Chester Springs,PA
Tyasha,Harris,Noblesville,IN
James,Harris,Lanett,AL
Keni,Harrison,Clayton,NC
Marck,Harrison,Columbus,OH
Kayla,Harrison,Middletown,OH
Nevin,Harrison,Seattle,WA
JuVaughn,Harrison,Huntsville,AL
Conor,Harrity,Weston,MA
Rebecca,Hart,Erie,PA
Jaquvis,Hart,Bossier City,LA
Nick,Hart,Lafayette,IN
Annie,Hart,Stillwater,MN
Mike,Hartfield,Manchester,CT
Zach,Harting,Madison,AL
Elizabeth,Hartnett,Fullerton,CA
Caroline,Harvey,Salem,NH
Jamie,Haskell,Bemidji,MN
Sarah,Haskins,St. Louis,MO
Natasha,Hastings,Brooklyn,NY
Mattie,Hatcher,Little Rock,AR
Beatriz,Hatz,Lakewood,CO
Paige,Hauschild,Santa Barbara,CA
Kaitlin,Hawayek,East Aurora,NY
Cheridan,Hawkins,Anderson,CA
Ryan,Hawkins,Charlotte,NC
Chari,Hawkins,Rexburg,ID
Ron,Hawthorne,Colorado Springs,CO
Gerald,Hayden,Winter Park,CO
Kristen,Hayden,Hillsborough,NJ
Emily,Hayes,"Colorado Springs, Colo. ",SC
Jade,Hayes,Ozark,MO
Quanera,Hayes,Dillon,SC
Mark,Hazinski, Plano,TX
Robert,Healy,Chevy Chase,MD
David,Hearn,Bethesda,MD
Tobin,Heath,Basking Ridge,NJ
Garrett,Heath,Winona,MN
Nicole,Heavirland,Whitefish,MT
Joshua,Hedberg,Noblesville,IN
Margaret,Hedeman,Concord,MA
Alexander,Hedge,Morristown,NJ
Courtney,Heeley,Phoenix,AZ
Ben,Hefner,Gainesville,GA
Adrian,Hegyvary,Seattle,WA
Max,Heid,Seattle,WA
Jessica,Heims,Swisher,IA
Zoe,Hein,La Jolla,CA
Taylor,Heise,Lake City,MN
Connor,Hellebuyck,Commerce,MI
Drew,Helleson,Farmington,MN
Danielle,Henderson,Commack,NY
Jeff,Henderson,North Little Rock,AR
Lacey,Henderson,Denver,CO
Alex,Hendricks,Columbus,OH
Sarah,Hendrickson,Park City,UT
Paris,Henken,Coronado,CA
Megan,Henry,Roxbury,CT
Katie,Hensien,Redmond,WA
Nicole,Hensley,Lakewood,CO
Kevin,Hensley,Memphis,TN
Sam,Hentges,New Brighton,MN
Andrew,Heo,Warrington,PA
Jake,Herbert,Beaumont,IN
Isaac,Herbst,Houston,TX
Dalton,Herendeen,Elkhart,IN
McClain,Hermes,Dacula,GA
Hailey,Hernandez,Southlake,TX
Laurie,Hernandez,Old Bridge,NJ
Briadam,Herrera,Miami,FL
Sophia,Herzog,Fairplay,CO
Samantha,Heyison,Adamstown,MD
Brett,Heyl,Charlotte,NC
Colleen,Hickey,Okawville,IL
David,Higgins,San Clemente,CA
Erik,Hightower,Pheonix,AZ
Kristin,Hildebrand,Orem,UT
Sarah,Hildebrandt,Granger,IN
Darrell,Hill,Darby,PA
Jamal,Hill,Inglewood,CA
Kim,Hill,Portland,OR
Sami,Hill,Santa Barbara,CA
Azaria,Hill,Santa Clarita,CA
Brian,Hilliard,Sacramento,CA
Matt,Hiltner,Winfield,IL
Nikki,Hiltz,Santa Cruz,CA
Natalie,Hinds,Athens,TX
Nate,Hinze,Cedar Grove,WI
Michael,Hixon,Amherst,MA
Yen,Hoang,Vancouver,WA
Aleia,Hobbs,New Orleans,LA
Brittany,Hochevar,Fowler,CO
Cole,Hocker,Indianapolis,IN
Sara,Hodek,Fairdale,ND
Tom,Hoff,Park Ridge,IL
Katerina,Hoffman,Whitehouse Station,NJ
Sylvia,Hoffman,Arlington,TX
Noah,Hoffman,Aspen,CO
Daniel,Hoffman,Baltimore,MD
Connor,Hogan,Foxborough,MA
Maggie,Hogan,Huntington Beach,CA
Steven,Holcomb,Park City,UT
Will,Holder,Palo Alto,CA
Jrue,Holiday,Los Angeles,CA
Drew,Holland,Orinda,CA
Nate,Holland,Sandpoint,ID
Rose,Hollermann,Elysian,MN
Henry,Hollingsworth,Dover,MA
Ryan,Hollins,Pasadena,CA
Mark,Hollis,Freeport,IL
Grant,Holloway,Chesapeake,VA
Johanna,Holloway,Boynton Beach,FL
Alicia,Hollowell,Suisun,CA
Russell,Holmes,Fountain Valley,CA
April,Holmes,Kissimmee,FL
Katharine,Holmes,"Washington, D.C.",WA
Tamara,Holmes,Albany,CA
Max,Holt,Cincinnati,OH
Sam,Holt,Cincinnati,OH
Daryl,Homer,Bronx,NY
Destinee,Hooker,San Antonio,TX
Johnny,Hooper,Los Angeles,CA
Carley,Hoover,Clemson,SC
Gavin,Hoover,Manhattan Beach,CA
Markie,Hopkins,Mission Viejo,CA
Bryce,Hoppel,Midland,TX
Lindsey,Horan,Golden,CO
Tim,Hornsby,Atlanta,GA
Jonathan,Horton,Houston,TX
Cyrus,Hostetler,Newberg,OR
Shelby,Houlihan,Sioux City,IA
Rhyne,Howard,Cleveland,TN
Marisa,Howard,"Pasco, Wash. ",WA
Alex,Howe,Gilford,NH
Mary Morgan,Howell,Dothan,AL
Allison,Howell,Chagrin Falls,OH
Thomas,Howell,Milwaukee,WI
Alex,Howes,Golden,CO
Jake,Hoyle,Wallingford,PA
Madison,Hubbell,Okemos,MI
Erin,Huck,Boulder,CO
Brenna,Huckaby,Baton Rouge,LA
Molly,Huddle,Elmira,NY
Tyler,Hudson,Gainesville,FL
Kevan,Hueftle,Eustis,NE
Emily,Huelskamp,Sainte Genevieve,MO
David,Huff,Huntington Beach,CA
Colin,Hufman,St. Paul,MN
David,Hughes,Miami,FL
Sara,Hughes,Costa Mesa,CA
Madison,Hughes,Lancaster,MA
Quinn,Hughes,Canton,MI
Marybai,Huking,Salt Lake City,UT
Amelia,Hundley,Hamilton,OH
Ron,Baker,Scott City,KS
Kathleen,Baker,Winston Salem,NC
Elizabeth,Baker,Roswell,GA
Brian,Baker,Nashville,TN
Perry,Baker,Daytona Beach,FL
Jean-Luc,Baker,Edmonds,WA
Steve,Baldwin,San Diego,CA
Lloy,Ball,Fort Wayne,IN
Adam,Ballou,Virginia Beach,VA
Brad,Balsley,Uniontown,PA
Katie,Bam,Blue Bell,PA
Tawny,Banh,San Gabriel,CA
Kayla,Banwarth,Dubuque,IA
Shawn,Banyai,Minnetrista,MN
Matt,Baranoski,Perkasie,PA
Will,Barao,Hingham,MA
Bui,Baravilala,Honolulu,HI
Dan,Barefoot,Johnstown,PA
Samantha,Barlow,San Diego,CA
Emma,Hunt,Woodstock,GA
Joel,Hunt,Kokomo,IN
Darlene,Hunter,Commerce,MI
Meghan,Hunter,Provo,UT
Keana,Hunter,Seattle,WA
Morgan,Hurd,Middletown,DE
Courtney,Hurley,San Antonio ,TX
Kristen,Hurley,Columbia,CT
Kelley,Hurley,San Antonio,TX
Cooper,Hurley,"Newark, Del.",MA
AJ,Hurt,Carnelian Bay,CA
Torri,Huske,Arlington,VA
Madison,Huskey,Cerritos,CA
John,Hyden,San Diego,CA
Flo,Hyman,Inglewood,CA
Mary,Iakopo,Carson,CA
Gianfranco,Iannotta,Garfield,NJ
Ali,Ibanez,Murray,UT
Anna,Ifarraguerri,McLean,VA
Race,Imboden,Brooklyn,NY
Akbar,Iminov,New York,NY
Ariana,Ince,Gonzales,TX
Emily,Infeld,University Heights,OH
Rene,Ingram,Fort Sill,OK
Sabrina,Ionescu,Walnut Creek,CA
Martin,Iosefo,Wahiawa,HI
Kristian,Ipsen,Clayton,CA
Lynna,Irby,Indianapolis,IN
Brian,Irr,Newfane,NY
Birk,Irving,Winter Park,CO
Kyrie,Irving,West Orange,NJ
Max,Irving,Long Beach,CA
Deedra,Irwin,Pulaski,WI
Morris,Isby,Sacramento,CA
Haley,Ishimatsu,Seal Beach,CA
Carlin,Isles,Massillon,OH
Nick,Itkin,Los Angeles,CA
Jayson,Jablonsky,Yorba Linda,CA
Bershawn,Jackson,Raleigh,NC
Edwin,Jackson,Columbus,GA
Jazmyn,Jackson,San Jose,CA
Desmond,Jackson,Durham,NC
Renae,Jackson,Vacaville,CA
Erin,Jackson,Ocala,FL
Lindsey,Jacobellis,Roxbury,CT
Joel,Jacobson,Langdon,ND
Connor,Jaeger,Fair Haven,NJ
Thomas,Jaeschke,Wheaton,IL
Noah,Jaffe,Carlsbad,CA
Evan,Jager,Algonquinn,IL
Reggie,Jagers III,Cleveland,OH
Ellora,Jaggi,Oak Park,IL
Seth,Jahn,Lakeland,FL
Stephanie,Jallen,Harding,PA
Sarah,Jalli,Canton,OH
LeBron,James,Akron,OH
Josiah,Jamison,Vance,SC
Tessa,Janecke,Warren,IL
Travis,Jankowski,Lancaster,PA
Ian,Jansing,St. Louis,MO
Rikki,Jao,Rancho Cucamonga,CA
Regina,Jaquess,Santa Rosa Beach,FL
Sahvanna,Jaquish,Highland,CA
Price,Jarman,Las Vegas,NV
Jessica,Javelet,San Diego,CA
John,Jayne,Chicago,IL
Trumaine,Jefferson,"Houston, Texas ",TX
Kyra,Jefferson,Detroit,MI
Moriah,Jefferson,Glenn Heights,TX
Madeline,Jelenicki,Santa Clarita,CA
Jeff,Jendryk,Wheaton,IL
Trevon,Jenifer,Huntingtown,MD
Mikaela,Jenkins,Evansville,IN
Andrew,Jenks,Wilmington,DE
Terrence,Jennings,Alexandria,VA
Jessika,Jenson,Rigby,ID
Ayden,Jent,"Indianapolis, Ind. ",IN
Lindsey,Jerdonek,Cleveland,OH
Jessica,Jerome,Park City,UT
Isaiah,Jewett,Inglewood,CA
Kanak,Jha,Milpitas,CA
Tim,Jitloff,Reno,NV
Priscilla,Jo,Clovis,CA
Charles,Jock,San Diego,CA
Vincent,Jodjana,Chino Hills,CA
Jake,Johnson,Lincoln University,PA
Steele,Johnson,Carmel,IN
Cody,Johnson,Fort Kent,ME
Ashleigh,Johnson,Miami,FL
Kibwe,Johnson,Suwanee,GA
Steve,Johnson,Orange,CA
Tess,Johnson,Vail,CO
Allie,Johnson,Chicago,IL
Willard,Johnson,Everett,WA
Aaron,Johnson,Palo Alto,CA
Kristopher,Johnson,Long Beach,CA
Rafer,Johnson,Kingsbury,CA
Anders,Johnson,Plattsburgh,NY
Keldon,Johnson,Sterling,VA
Michael,Johnson,Dallas,TX
Kathryn,Johnson,Hopkins,MN
Felisha,Johnson,Indianapolis ,IN
Keane,Johnson,Los Altos,CA
Liz,Johnson,Cheektowaga,NY
Stefanie,Johnson,McKinney,TX
Breezy,Johnson,Jackson Hole,WY
Teagan,Johnson-Moore,Lyons,CO
Abby,Johnston,Upper Arlington,OH
Wadeline,Jonathas,Columbia,SC
Briauna,Jones,Charlotte,NC
Mary,Jones,Huntsville,AL
Cody,Jones,Simi Valley,CA
Jasmine,Jones,Greensburg,PA
Malik,Jones,Aurora,CO
Kehri,Jones,Killeen,TX
Allison,Jones,Colorado Springs,CO
Lolo,Jones,Baton Rouge,LA
Shilese,Jones,Auburn,WA
Stirley,Jones,Lake Butler,FL
Jonathan,Jones,Portville,NY
Ryan,Jones,Fowler,IN
Keaton,Jones,Gilbert,AZ
Nicole,Joraanstad,Verona,WI
Cortney,Jordan,Henderson ,NV
Alphonso,Jordan,Charlotte,NC
DeAndre,Jordan,Houston,TX
Gwen,Jorgensen,St. Paul,MN
Matthew,Josa,Charlotte,NC
Joshua,Joseph,Bethesda,MD
Chase,Josey,Sun Valley,ID
John,Joss,Corsicana,TX
Grace,Joyce,Northfield,IL
Giselle,Juarez,Glendale,AZ
Lovieanne,Jung,Fountain Valley,CA
Cody,Jung,San Diego,CA
Phillip,Jungman,Caldwell,TX
Michael,Kacer,Cary,NC
Emmy,Kaiser,Ft. Mitchell,KY
Kyle,Kakela,Rolla,ND
Zoe,Kalapos,Vail,CO
Chase,Kalisz,Bel Air,MD
Emily,Kallfelz,Jamestown,RI
Megan,Kalmoe,St. Croix Falls,WI
Jake,Kaminski,Gainesville,FL
Steven,Kampfer,Jackson,MI
Kaleo,Kanahele Maclay,Oahu,HI
Danielle,Kang,Las Vegas,NV
Alisa,Kano,New York,NY
Ben,Kanute,Geneva,IL
Jacqui,Kapinowski,Tequesta,FL
Elizabeth,Kapitonova,Staten Island,NY
Jacob,Kaplan,Morganville,NJ
Alex,Karwoski,Hollis,NH
Devery,Karz,Park City,UT
Coral,Kasden,"San Diego, Calif. ",CA
Michelle,Kasold,Chapel Hill,NC
Kirsten,Kasper,North Andover,MA
Nolan,Kasper,Warren,VT
Steve,Kasprzyk,Cinnaminson,NJ
Deena,Kastor,Mammoth Lakes,CA
Safin,Kasturi,Plano,TX
Jaelin,Kauf,Alta,WY
James,Kaull,"Washington, D.C.",WA
Amanda,Kautzer,Plymouth,MN
Rachel,Kawleski,Stevens Point,WI
Scott,Kazmir,Cypress Falls,TX
Hannah,Kearney,Norwich,VT
Hagen,Kearney,Norwood,CO
Stanley,Kebenei,Fayetteville,AR
Jesse,Keefe,Sun Valley,ID
Bethaney,Keen,Bradenton,FL
Mebrahtom,Keflezighi,Mammoth Lakes,CA
Aaron,Keith,Woodinville,WA
Lexi,Keller,Omro,WI
Megan,Keller,Farmington Hills,MI
Clayton,Keller,St. Louis,MO
Alev,Kelter,Eagle River,AK
Hunter,Kemper,Colorado Springs,CO
Brad,Kendell,Clearwater,FL
Sam,Kendricks,Oxford,MS
David,Kendziera,Mount Prospect,IL
Madison,Kennedy,Charlotte,NC
Gus,Kenworthy,Telluride,CO
Jasmine,Kerber,Highland Park,IL
Erin,Kerkhoff,Coralville,IA
Fred,Kerley,Taylor,TX
Julia,Kern,Waltham,MA
Phil,Kessel,Madison,WI
Amanda,Kessel,Madison,WI
Sawyer,Kesselheim,Bozeman,MT
Chris,Barlow,San Diego,CA
Nikole,Barnes,Miami,FL
Harrison,Barnes,Ames,IA
Cayla,Barnes,Eastvale,CA
Kelly,Barnhill,Marietta,GA
Shelby,Baron,Honolulu,HI
McQuin,Baron,North Tustin,CA
Mark,Barr,Davis,CA
Jake,Barrett,Mesa,AZ
Danny,Barrett,Pacifica,CA
Dylan,Barrett,Woodbury,MN
Thomas,Barrows III,St. Thomas,VI
Ayla,Barry,San Jose,CA
Sydney,Barta,Arlington,VA
Bryan,Barten,Hart,MI
Tianna,Bartoletta,Tampa,FL
Michelle,Bartsch-Hackley,Champaign,IL
Monica,Bascio,Evergreen,CO
Jennifer,Kessy,San Juan Capistrano,CA
Benard,Keter,Colorado Springs,CO
Michelle,Key,Gilbert,AZ
Todd,Key,Scottsdale,AZ
Madison,Keys,Boca Raton,FL
Drew,Kibler,Carmel,IN
Lee,Kiefer,Lexington,KY
Lauren,Kieffer,Middleburg,VA
Lexi,Kilfoyl,Land O'Lakes,FL
Bonnie,Kilis,Marlborough,CT
Claire,Kim,Campbell,CA
Chloe,Kim,Torrance,CA
Brandon,Kim,Fairfax,VA
Sohwon,Kim,Chantilly,VA
Anna,Kimbrell,Fort Mill,SC
Spencer,Kimbro,Moses Lake,WA
Woody,Kincaid,Littleton,CO
Lilly,King,Evansville,IN
Christian,King,Virginia Beach,VA
Michael,King,Kansas City,MO
Kyree,King,Ontario,CA
Edward,King,Ironton,MO
Marlena,King,Clayton,CA
Morghan,King,Redmond,WA
Chris,Kinney,Stockbridge,GA
Shadrack,Kipchirchir,Beaverton,OR
Sally,Kipyego,Eugene,OR
Karch,Kiraly,Santa Barbara,CA
Kristi,Kirshe,Franklin,MA
Austin,Kleba,Campton Hills,IL
Joe,Klecker,Minneapolis,MN
Marius,Kleinas,Marstons Mills,MA
Megan,Kleist,Appleton,WI
Alix,Klineman,Torrance,CA
Meghan,Klingenberg,Gibsonia,PA
Baylee,Klingler,Houston,TX
Taryn,Kloth,Sioux Falls,SD
Abi,Knapton,Omaha,NE
Michael,Kneeland,Bozeman,MT
Chris,Knierim,San Diego,CA
Alexa,Knierim,Addison,IL
Matthew,Knies,Phoenix,AZ
Kaitlin,Knifton,Austin,TX
Hilary,Knight,Sun Valley,ID
Kyndal,Knight,Stanley,NC
Erriyon,Knighton,Tampa,FL
Keegan,Knott,Lake Villa,IL
Madison,Kocian,Dallas,TX
Kara,Kohler,Clayton,CA
Mike,Kohn,Chantilly ,VA
Sakura,Kokumai,Los Angeles,CA
Chad,Kolarik,Abington,PA
Bill,Kolinske,Big Bend,WI
Kelsey,Kolojejchick,Larksville,PA
Mark,Kolozsvary,Eustis,FL
Matthew,Koman,Cincinnati,OH
Josh,Konieczny,Millbury,OH
Michelle,Konkoly,Eagleville,PA
Leonard,Korir,Colorado Springs ,CO
Tyler,Kornfield,Anchorage,AK
Mariya,Koroleva,Concord,CA
Sorin,Koszyk,Grosse Pointe Park,MI
Joe,Kovacs,Bethlehem,PA
Lucas,Kozeniesky,Colorado Springs,CO
Austin,Krajicek,Brandon,FL
Desirae,Krawczyk,Palm Desert,CA
John,Kremer,Buford,GA
Kelly,Kretschman,Indian Harbour Beach,FL
Ali,Krieger,Dumfries,VA
Freddy,Krueger,Winter Garden,FL
Casey,Krueger,Naperville,IL
Cassidy,Krug,Coraopolis,PA
Kassidy,Krupit,Suwanee,GA
Isaia,Kruse,Fresno,CA
Christian,Krygier,Novi,MI
Katie,Kubiak,Cedarburg,WI
Kevin,Kucbor,Glenview,IL
Matt,Kuchar,Sea Island,GA
Denis,Kudla,Arlington,VA
Allison,Kunkel,Steamboat Springs,CO
Annie,Kunz,Denver,CO
Andrew,Kurka,Palmer,AK
John,Kusku,Commerce Township,MI
Derrick,"Kwak, Jr.",Simi Valley,CA
Jessica,Kwong,Torrance,CA
Erik,Kynard,Toledo,OH
Natalie,LaGrone,Las Vegas,NV
Griffin,LaMarre,Haverville,MA
Zach,LaVine,Renton,WA
Lucas,Lacamp,Hong Kong,CA
Will,Lachenauer,Reno,NV
Jake,Lachina,"Thousand Oaks, Calif. ",CA
Scott,Lacy,Aspen,CO
Alexis,Lagan,Boulder City,NV
Bernard,Lagat,Tucson,AZ
Eric,Lagerstrom,Portland,OR
Timothy,Lam,Mountain View,CA
Noelle,Lambert,Manchester,NH
Rich,Lambourne,Tustin,CA
Jocelyne,Lamoureux-Davidson,Grand Forks,ND
Monique,Lamoureux-Morando,Grand Forks,ND
Kendra,Lancaster,Westfield,IN
Austin,Landis,Corvallis,MT
Hagan,Landry,Delcambre,LA
Bailey,Landry,Prairieville,LA
John,Landsteiner,Mapleton,MN
Jared,Lane,Piscataway,NJ
Chase,Lane,Tallahassee,FL
Erika,Lang,Gilbert,AZ
Colby,Lange,"Edwards, Colo.",CO
Hailey,Langland,San Clemente,CA
Jake,Langlois,San Jose,CA
Steve,Langton,Melrose,MA
Lila,Lapanja,Incline Village,NV
Lauren,Lappin,Anaheim,CA
Dylan,Larkin,Waterford,MI
Jordan,Larson,Hooper,NE
Casey,Larson,Barrington,IL
Ashley,Latchford,Buffalo,NY
Amere,Lattin,"Missouri City, Texas ",TX
Grace,Latz,Jackson,MI
Rose,Lavelle,Cincinnati,OH
Stephen,Lawler,Burlington,VT
Kelani,Lawrence,Norfolk,VA
Kara,Lawson,Alexandria,VA
Jarrion,Lawson,Texarkana,TX
Lekeisha,Lawson,Victorville,CA
Ali,Lawson Trippe,Jasper,GA
Annie,Lazor,Beverly Hills,MI
Kelsey,LeFevour,Chicago,IL
Morgann,LeLeux,New Iberia,LA
Bobby,Lea,Topton,PA
Katie,Ledecky,Bethesda,MD
Van,Ledger,Lake Placid,NY
Caitlin,Ledoux,Phelan,CA
Eunice,Lee,Bellevue,WA
Andrea,Lee,Hermosa Beach,CA
Michael,Lee,Auburn,AL
Spencer,Lee,Murrysville,PA
Alex,Lee,Kailua,HI
Suni,Lee,Saint Paul,MN
BeeJay,Lee,West Covina,CA
Jen,Lee,San Francisco,CA
Eva,Lee,Diamond Bar,CA
Alex,Lee,Fullerton,CA
David,Leggio,Williamsville,NY
Emery,Lehman,Oak Park,IL
Evy,Leibfarth,Bryson City,NC
Tahl,Leibovitz,Ozone Park,NY
Anna,Lemkin,Woodside,CA
Daria,Lenz,Altadena,CA
Kawhi,Leonard,Los Angeles,CA
Lars Hammernes,Leopold,Truckee,CA
Marion,Lepert,Belmont,CA
Sydney,Leroux,Los Angeles,CA
Cory,Leslie,Huron,OH
Breanna,Leslie,Mesa,AZ
Lisa,Leslie,Inglewood,CA
Matt,Lesperance,Coleman,WI
Julie,Letai,Medfield,MA
Ahalya,Lettenberger,Glen Ellyn,IL
Matai,Leuta,Marina,CA
Jackson,Leverett III,Bainbridge,GA
Chloe,Levins,Rutland ,VT
Isabeau,Levito,Mount Laurel,NJ
Sarah,Levy,San Diego,CA
Chloe,Lewis,Novi,MI
Cheyenne,Lewis,San Francisco,CA
Stacy,Lewis,Humble,TX
Danell,Leyva,Homestead,FL
Olivia,Li,New Canaan,CT
Viola,Li,New Canaan,CT
Lucy,Li,Redwood Shores,CA
Will,Licon,El Paso,TX
Ted,Ligety,Park City,UT
KC,Lightfoot,Lee's Summit,MO
Scout,Bassett,Harbor Springs,MI
Nora,Batchelder,"Williston, Fla. ",NH
Evan,Bates,Ann Arbor,MI
Sis,Bates,Ceres,CA
Mark,Bathum,Seattle,WA
Haley,Batten,Los Gatos,CA
Abby,Bauleke,Savage,MN
Buddy,Baumann,Rogersville,MO
Jennifer,Baumert,"Chagrin Falls, Ohio ",FL
Nick,Baumgartner,Iron River,MI
Janet,Bawcom,Rome,GA
T.J.,Bayer,College Station,TX
Shane,Baz,Cypress,TX
Bradley,Beal,St. Louis,MO
Madison,Bear,Portage,WI
Sarah,Beard,Danville,IN
Sarah,Beaulieu,Fort Fairfield,ME
Kylan,Becker,Miami,FL
Damian,Lillard,Oakland,CA
Jenna,Lilley,North Canton,OH
Chris,Lillis,Rochester,NY
Jon,Lillis,Rochester,NY
Kristine,Lilly,Wilton,CT
Caroline,Lind,Greensboro,NC
Benjamin,Lindau,Chicago,IL
Desiree,Linden,Chula Vista,CA
Barb,Lindquist,Alta,WY
Cirrus,Lingl,Carpentersville,IL
Skylar,Lingl,Carpentersville,IL
Erica,Linthorst,Mt. Vernon,NY
Taylor,Lipsett,Mesquite,TX
Jesse,Lishchuk,Philadelphia,PA
Billy,Lister,"Cold Spring Harbor, N.Y.",NY
Jay,Litherland,Athens,GA
Broc,Little,Phoenix,AZ
Marilyn,Little,Frederick,MD
Shamier,Little,Chicago,IL
Alysa,Liu,Oakland ,CA
Calista,Liu,Fullerton,CA
Nastia,Liukin,Parker,TX
Carli,Lloyd,Delran,NJ
Ryan,Lochte,Daytona Beach,FL
Shavon,Lockhardt,White Plains,NY
Sarah,Lockman,"Murrieta, Calif. ",FL
Esther,Lofgren,Newport Beach ,CA
Devin,Logan,West Dover,VT
Elle,Logan,Boothbay Harbor,ME
Zachary,Lokken,Durango,CO
Zoe,Lombard,Belleair Bluffs,FL
Wil,London III,Waco,TX
Nicholas,Long,Lakeside,CA
Allie,Long,Northport,NY
Shawn,Long,Morgan City,LA
Amanda,Longan,Moorpark,CA
Ben,Loomis,Eau Claire,WI
Mariah,Lopez,Saugus,CA
Hannah,Lopez,Carlsbad,CA
Sebastiana,Lopez-Arellano,New Braunfels,TX
Amanda,Lorenz,Moorpark,CA
Khatuna,Lorig,West Hollywood,CA
Brandon,Loschiavo,Huntington Beach,CA
Brandon,Loschiavo,Huntington Beach,CA
Paul,Lotman,Lakewood,CA
Jeffrey,Louis,Houston,TX
Christina,Loukas,Riverwoods,IL
Kevin,Love,Santa Monica,CA
Paige,Lowary,Grimes,IA
Chaunté,Lowe,Riverside,CA
Caitlin,Lowe,Tustin,CA
Karsta,Lowe,Rancho Santa Fe,CA
Kyle,Lowry,Philadelphia,PA
Jewell,Loyd,Lincolnwood,IL
Nick,Lucena,Cooper City,FL
